Main group,Taxon group,scientificName,Common name,Conservation action needed,Avoid negative impacts,Watching brief only,Link to Species Records on NBN Gateway,Threatened species,Legally protected species,S1 - on UKBAP list,S2International.Obligation,S3 - Rare in the UK (<16 10km sqs),S4 - <6 Scottish 10km sqs,S5 - >25% Scottish Decline,S6a - Endemic to Scotland,S6b - endemic sub-species/ race,Taxon Version Key,UKBAP Code
Vascular plants,flowering plant,Inula conyzae,Ploughman's-spikenard,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000004397,
Vascular plants,flowering plant,Inula crithmoides,Golden-samphire,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000004398,
Vascular plants,flowering plant,Juncus compressus,Round-fruited Rush,-,-,Yes,NBN map,NT,-,-,-,-,Yes,-,-,-,NBNSYS0000002213,
Vascular plants,flowering plant,Juniperus communis,Juniper,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000004634,394
Vascular plants,flowering plant,Kobresia simpliciuscula,False Sedge,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000460031,
Vascular plants,flowering plant,Koenigia islandica,Iceland-purslane,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NBNSYS0000003770,
Vascular plants,flowering plant,Lathyrus japonicus,Sea Pea,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000003307,
Vascular plants,flowering plant,Lathyrus palustris,Marsh Pea,-,-,Yes,NBN map,NT,-,-,-,-,Yes,-,-,-,NBNSYS0000003306,
Vascular plants,flowering plant,Lathyrus sylvestris,Narrow-leaved Everlasting-pea,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000003303,
Vascular plants,flowering plant,Legousia hybrida,Venus's-looking-glass,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000004293,
Vascular plants,flowering plant,Lepidium campestre,Field Pepperwort,Yes,-,-,NBN map,-,-,-,-,-,-,Yes,-,-,NHMSYS0000460248,
Vascular plants,flowering plant,Linnaea borealis,Twinflower,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000004330,413
Vascular plants,flowering plant,Linum perenne,Perennial Flax,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000003144,
Vascular plants,flowering plant,Lithospermum officinale,Common Gromwell,Yes,-,-,NBN map,-,-,-,-,-,Yes,Yes,-,-,NBNSYS0000004016,
Vascular plants,flowering plant,Lotus tenuis,Narrow-leaved Bird's-foot-trefoil,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000460472,
Vascular plants,flowering plant,Luzula arcuata,Curved Wood-rush,Yes,Yes,-,NBN map,VU,-,-,-,Yes,-,-,-,-,NBNSYS0000002245,2396
Vascular plants,flowering plant,Lychnis alpina,Alpine Catchfly,Yes,Yes,-,NBN map,VU,WCA 1981,-,-,Yes,Yes,-,-,-,NBNSYS0000003001,
Vascular plants,flowering plant,Lythrum hyssopifolia,Grass-poly,Yes,Yes,-,NBN map,EN,WCA 1981,-,-,Yes,Yes,Yes,-,-,NBNSYS0000003525,2400
Vascular plants,flowering plant,Melampyrum sylvaticum,Small Cow-wheat,Yes,Yes,-,NBN map,EN,-,Yes,-,-,-,Yes,-,-,NBNSYS0000004139,442
Vascular plants,flowering plant,Mentha arvensis,Corn Mint,Yes,-,-,NBN map,-,-,-,-,-,-,Yes,-,-,NBNSYS0000004195,
Vascular plants,flowering plant,Minuartia rubella,Mountain Sandwort,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000003053,2432
Vascular plants,flowering plant,Minuartia sedoides,Cyphel,Yes,-,-,NBN map,VU,-,-,-,-,-,Yes,-,-,NBNSYS0000003056,2433
Vascular plants,flowering plant,Moneses uniflora,One-flowered Wintergreen,Yes,Yes,-,NBN map,VU,-,-,-,Yes,-,-,-,-,NHMSYS0000460757,2435
Vascular plants,flowering plant,Monotropa hypopitys,Yellow Bird's-nest,Yes,Yes,-,NBN map,EN,-,-,-,-,Yes,-,-,-,NBNSYS0000003921,2437
Vascular plants,flowering plant,Myosotis alpestris,Alpine Forget-me-not,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NHMSYS0000460810,
Vascular plants,flowering plant,Najas flexilis,Slender Naiad,-,Yes,-,NBN map,-,"EPS 1,2,3",Yes,Yes,-,-,-,-,-,NHMSYS0000460842,469
Vascular plants,flowering plant,Oenanthe fistulosa,Tubular Water-dropwort,Yes,Yes,-,NBN map,VU,-,-,-,-,Yes,Yes,-,-,NBNSYS0000003689,2463
Vascular plants,flowering plant,Ononis reclinata,Small Restharrow,-,Yes,-,NBN map,-,WCA 1981,-,-,Yes,Yes,-,-,-,NBNSYS0000003218,
Vascular plants,flowering plant,Ononis spinosa,Spiny Restharrow,Yes,-,-,NBN map,-,-,-,-,-,Yes,Yes,-,-,NBNSYS0000003217,
Vascular plants,flowering plant,Orchis morio,Green-winged Orchid,-,-,Yes,NBN map,NT,-,-,-,-,Yes,-,-,-,NBNSYS0000002324,
Vascular plants,flowering plant,Orobanche hederae,Ivy Broomrape,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000004180,
Vascular plants,flowering plant,Orobanche rapum-genistae,Greater Broomrape,-,-,Yes,NBN map,NT,-,-,-,-,Yes,-,-,-,NBNSYS0000004173,
Vascular plants,flowering plant,Oxytropis campestris,Yellow Oxytropis,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000003273,
Vascular plants,flowering plant,Oxytropis halleri,Purple Oxytropis,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000461437,
Vascular plants,flowering plant,Papaver argemone,Prickly Poppy,Yes,-,-,NBN map,VU,-,-,-,-,-,Yes,-,-,NBNSYS0000002768,
Vascular plants,flowering plant,Papaver hybridum,Rough Poppy,Yes,-,-,NBN map,-,-,-,-,-,Yes,Yes,-,-,NBNSYS0000002767,
Vascular plants,flowering plant,Parentucellia viscosa,Yellow Bartsia,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000004167,
Vascular plants,flowering plant,Phyllodoce caerulea,Blue Heath,Yes,Yes,-,NBN map,VU,WCA 1981,-,-,Yes,Yes,-,-,-,NBNSYS0000003893,
Vascular plants,flowering plant,Picris hieracioides,Hawkweed Oxtongue,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000004526,
Vascular plants,flowering plant,Pilosella flagellaris,Shetland Mouse-ear-hawkweed,Yes,-,-,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000461276,2513
Vascular plants,flowering plant,Plantago media,Hoary Plantain,Yes,-,-,NBN map,-,-,-,-,-,-,Yes,-,-,NBNSYS0000004274,
Vascular plants,flowering plant,Platanthera bifolia,Lesser Butterfly-orchid,Yes,-,-,NBN map,VU,-,-,-,-,-,Yes,-,-,NBNSYS0000002313,2515
Vascular plants,flowering plant,Platanthera chlorantha,Greater Butterfly-orchid,Yes,-,-,NBN map,NT,-,-,-,-,-,Yes,-,-,NHMSYS0000461774,
Vascular plants,flowering plant,Poa flexuosa,Wavy Meadow-grass,Yes,Yes,-,NBN map,VU,-,-,-,Yes,-,-,-,-,NHMSYS0000461804,2518
Vascular plants,flowering plant,Poa glauca,Glaucous Meadow-grass,Yes,-,-,NBN map,VU,-,Yes,-,-,-,Yes,-,-,NBNSYS0000002551,2519
Vascular plants,flowering plant,Polygonatum verticillatum,Whorled Solomon's-seal,Yes,Yes,-,NBN map,VU,WCA 1981,-,-,Yes,-,-,-,-,NBNSYS0000002162,2525
Vascular plants,flowering plant,Polygonum rurivagum,Cornfield Knotgrass,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000461878,
Vascular plants,flowering plant,Populus nigra,Black-poplar,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000345555,
Vascular plants,flowering plant,Potamogeton compressus,Grass-wrack Pondweed,Yes,Yes,-,NBN map,EN,-,Yes,-,-,Yes,Yes,-,-,NBNSYS0000002142,529
Vascular plants,flowering plant,Potamogeton epihydrus,American Pondweed,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000002135,
Vascular plants,flowering plant,Potamogeton rutilus,Shetland Pondweed,Yes,-,-,NBN map,-,-,Yes,-,Yes,-,-,-,-,NBNSYS0000002137,530
Vascular plants,flowering plant,Potamogeton trichoides,Hairlike Pondweed,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000462003,
Vascular plants,flowering plant,Potentilla argentea,Hoary Cinquefoil,Yes,-,-,NBN map,NT,-,-,-,-,-,Yes,-,-,NBNSYS0000003342,
Vascular plants,flowering plant,Potentilla rupestris,Rock Cinquefoil,Yes,Yes,-,NBN map,EN,WCA 1981,-,-,Yes,Yes,-,-,-,NBNSYS0000003340,2533
Vascular plants,flowering plant,Primula scotica,Scottish Primrose,-,-,Yes,NBN map,-,-,-,-,-,-,-,Yes,-,NBNSYS0000003925,
Vascular plants,flowering plant,Pseudorchis albida,Small-white Orchid,Yes,-,-,NBN map,VU,-,Yes,-,-,-,Yes,-,-,NHMSYS0000462098,2540
Vascular plants,flowering plant,Pyrola media,Intermediate Wintergreen,Yes,-,-,NBN map,VU,-,-,-,-,-,Yes,-,-,NBNSYS0000004591,
Vascular plants,flowering plant,Ranunculus arvensis,Corn Buttercup,Yes,Yes,-,NBN map,CR,-,Yes,-,Yes,Yes,Yes,-,-,NBNSYS0000002712,2562
Vascular plants,flowering plant,Ranunculus reptans,Creeping Spearwort,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000002719,
Vascular plants,flowering plant,Ranunculus sardous,Hairy Buttercup,Yes,-,-,NBN map,-,-,-,-,-,Yes,Yes,-,-,NBNSYS0000002714,
Vascular plants,flowering plant,Rosa tomentosa,Harsh Downy-rose,Yes,-,-,NBN map,-,-,-,-,-,Yes,Yes,-,-,NHMSYS0000462487,
Vascular plants,flowering plant,Rubus caesius,Dewberry,Yes,-,-,NBN map,-,-,-,-,-,-,Yes,-,-,NBNSYS0000003325,
Vascular plants,flowering plant,Rumex aquaticus,Scottish Dock,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000003783,2573
Vascular plants,flowering plant,Rumex maritimus,Golden Dock,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000003800,
Vascular plants,flowering plant,Ruppia cirrhosa,Spiral Tasselweed,Yes,-,-,NBN map,NT,-,-,-,-,-,Yes,-,-,NBNSYS0000002148,
Vascular plants,flowering plant,Sagina nivalis,Snow Pearlwort,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0000463051,2575
Vascular plants,flowering plant,Sagina saginoides,Alpine Pearlwort,Yes,-,-,NBN map,EN,-,-,-,-,-,Yes,-,-,NHMSYS0000463054,
Vascular plants,flowering plant,Salix lanata,Woolly Willow,Yes,Yes,-,NBN map,VU,-,Yes,-,Yes,-,-,-,-,NBNSYS0000003881,556
Vascular plants,flowering plant,Salix lapponum,Downy Willow,Yes,-,-,NBN map,VU,-,-,-,-,-,Yes,-,-,NBNSYS0000003880,2577
Vascular plants,flowering plant,Salix myrsinites,Whortle-leaved Willow,-,-,Yes,NBN map,EN,-,Yes,-,-,-,-,-,-,NBNSYS0000003883,2578
Vascular plants,flowering plant,Salsola kali,Prickly Saltwort,Yes,-,-,NBN map,-,-,-,-,-,-,Yes,-,-,NBNSYS0000014348,2581
Vascular plants,flowering plant,Salvia verbenaca,Wild Clary,Yes,-,-,NBN map,-,-,-,-,-,Yes,Yes,-,-,NBNSYS0000004222,
Vascular plants,flowering plant,Sambucus ebulus,Dwarf Elder,Yes,-,-,NBN map,-,-,-,-,-,-,Yes,-,-,NBNSYS0000004323,
Vascular plants,flowering plant,Sanguisorba minor,Salad Burnet,Yes,-,-,NBN map,-,-,-,-,-,Yes,Yes,-,-,NBNSYS0000004951,
Vascular plants,flowering plant,Saxifraga cernua,Drooping Saxifrage,Yes,Yes,-,NBN map,VU,WCA 1981,-,-,Yes,Yes,-,-,-,NBNSYS0000003500,2587
Vascular plants,flowering plant,Saxifraga cespitosa,Tufted Saxifrage,Yes,Yes,-,NBN map,EN,WCA 1981,-,-,Yes,-,-,-,-,NBNSYS0000003502,2588
Vascular plants,flowering plant,Saxifraga hirculus,Marsh Saxifrage,Yes,Yes,-,NBN map,VU,"EPS 1,2,3",Yes,-,Yes,Yes,Yes,-,-,NBNSYS0000003491,560
Vascular plants,flowering plant,Saxifraga hypnoides,Mossy Saxifrage,Yes,-,-,NBN map,VU,-,-,-,-,-,Yes,-,-,NBNSYS0000003505,
Vascular plants,flowering plant,Saxifraga rivularis,Highland Saxifrage,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NBNSYS0000003501,
Vascular plants,flowering plant,Scheuchzeria palustris,Rannoch-rush,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NBNSYS0000002119,
Vascular plants,flowering plant,Schoenus ferrugineus,Brown Bog-rush,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NBNSYS0000002406,
Vascular plants,flowering plant,Scleranthus annuus,Annual Knawel,Yes,-,-,NBN map,EN,-,-,-,-,-,Yes,-,-,NBNSYS0000004587,2591
Vascular plants,flowering plant,Serratula tinctoria,Saw-wort,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000004513,
Vascular plants,flowering plant,Sesleria caerulea,Blue Moor-grass,Yes,-,-,NBN map,-,-,-,-,-,Yes,Yes,-,-,NBNSYS0000002570,
Vascular plants,flowering plant,Sherardia arvensis,Field Madder,Yes,-,-,NBN map,-,-,-,-,-,-,Yes,-,-,NBNSYS0000004300,
Vascular plants,flowering plant,Silene gallica,Small-flowered Catchfly,Yes,Yes,-,NBN map,EN,-,Yes,-,Yes,Yes,Yes,-,-,NBNSYS0000002991,575
Vascular plants,flowering plant,Silene noctiflora,Night-flowering Catchfly,Yes,Yes,-,NBN map,VU,-,-,-,-,Yes,Yes,-,-,NBNSYS0000002997,
Vascular plants,flowering plant,Silene nutans,Nottingham Catchfly,-,-,Yes,NBN map,NT,-,-,-,-,Yes,-,-,-,NBNSYS0000002995,
Vascular plants,flowering plant,Silybum marianum,Milk Thistle,Yes,-,-,NBN map,-,-,-,-,-,-,Yes,-,-,NHMSYS0000463605,
Vascular plants,flowering plant,Sinapis alba,White Mustard,Yes,-,-,NBN map,-,-,-,-,-,-,Yes,-,-,NBNSYS0000002809,
Vascular plants,flowering plant,Sinapis arvensis,Charlock,Yes,-,-,NBN map,-,-,-,-,-,-,Yes,-,-,NBNSYS0000002808,
Vascular plants,flowering plant,Sorbus arranensis,Arran Whitebeam,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,Yes,-,NHMSYS0000463796,2606
Vascular plants,flowering plant,Sorbus pseudofennica,Arran Service-tree,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,Yes,-,NHMSYS0000463814,2611
Vascular plants,flowering plant,Spiranthes romanzoffiana,Irish Lady's-tresses,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000002298,582
Vascular plants,flowering plant,Stachys arvensis,Field Woundwort,Yes,-,-,NBN map,NT,-,-,-,-,-,Yes,-,-,NBNSYS0000004231,
Vascular plants,flowering plant,Stellaria neglecta,Greater Chickweed,Yes,-,-,NBN map,-,-,-,-,-,Yes,Yes,-,-,NBNSYS0000003034,
Vascular plants,flowering plant,Stellaria palustris,Marsh Stitchwort,Yes,-,-,NBN map,VU,-,Yes,-,-,-,Yes,-,-,NHMSYS0000464012,2624
Vascular plants,flowering plant,Taraxacum clovense,Clova Dandelion,Yes,Yes,-,NBN map,VU,-,-,-,-,Yes,-,Yes,-,NHMSYS0000464191,2643
Vascular plants,flowering plant,Taraxacum cymbifolium,Ben Lawes Dandelion,Yes,Yes,-,NBN map,VU,-,-,-,-,Yes,-,-,-,NHMSYS0000464200,
Vascular plants,flowering plant,Taraxacum geirhildae,Shetland Dandelion,Yes,Yes,-,NBN map,VU,-,-,-,-,Yes,-,Yes,-,NHMSYS0000464220,2644
Vascular plants,flowering plant,Taraxacum hirsutissimum,Hairy Dandelion,-,-,Yes,NBN map,DD,-,-,-,-,-,-,Yes,-,NHMSYS0000464231,
Vascular plants,flowering plant,Taraxacum serpenticola,Serpentine Dandelion,Yes,Yes,Yes,NBN map,VU,-,-,-,-,-,-,Yes,-,NHMSYS0000464316,
Vascular plants,flowering plant,Taraxacum xiphoideum,Parallel-leaved Dandelion,Yes,Yes,-,NBN map,VU,-,-,-,-,Yes,-,-,-,NHMSYS0000464348,
Vascular plants,flowering plant,Teesdalia nudicaulis,Shepherd's Cress,Yes,-,-,NBN map,NT,-,-,-,-,-,Yes,-,-,NHMSYS0000464359,
Vascular plants,flowering plant,Thlaspi caerulescens,Alpine Penny-cress,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000464422,
Vascular plants,flowering plant,Torilis nodosa,Knotted Hedge-parsley,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000464493,
Vascular plants,flowering plant,Trifolium fragiferum,Strawberry Clover,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000003248,
Vascular plants,flowering plant,Trifolium micranthum,Slender Trefoil,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000003253,
Vascular plants,flowering plant,Tuberaria guttata,Spotted Rock-rose,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NBNSYS0000002971,
Vascular plants,flowering plant,Valerianella carinata,Keeled-fruited Cornsalad,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000464763,
Vascular plants,flowering plant,Vicia bithynica,Bithynian Vetch,-,-,Yes,NBN map,VU,-,-,-,-,Yes,-,-,-,NBNSYS0000003296,
Vascular plants,flowering plant,Vicia lutea,Yellow-vetch,-,-,Yes,NBN map,NT,-,-,-,-,Yes,-,-,-,NBNSYS0000003291,
Vascular plants,flowering plant,Vicia orobus,Wood Bitter-vetch,Yes,-,-,NBN map,NT,-,-,-,-,-,Yes,-,-,NBNSYS0000003288,
Vascular plants,flowering plant,Viola reichenbachiana,Early Dog-violet,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000464896,
Vascular plants,flowering plant,Viola tricolor,Wild Pansy,Yes,-,-,NBN map,NT,-,-,-,-,-,Yes,-,-,NBNSYS0000002944,
Vascular plants,flowering plant,Viscum album,Mistletoe,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000003624,
Vascular plants,flowering plant,Wahlenbergia hederacea,Ivy-leaved Bellflower,Yes,-,-,NBN map,NT,-,-,-,-,Yes,Yes,-,-,NHMSYS0000464951,
Vascular plants,fern,Asplenium obovatum,Lanceolate Spleenwort,-,-,Yes,NBN map,NT,-,-,-,-,Yes,-,-,-,NBNSYS0000002043,
Vascular plants,fern,Cystopteris dickieana,Dickie's Bladder-fern,Yes,Yes,-,NBN map,VU,WCA 1981,-,-,Yes,Yes,-,-,-,NHMSYS0000457847,
Vascular plants,fern,Cystopteris montana,Mountain Bladder-fern,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NBNSYS0000002060,
Vascular plants,fern,Diphasiastrum complanatum,Issler's Clubmoss,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NHMSYS0000458106,
Vascular plants,fern,Gymnocarpium robertianum,Limestone Fern,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000002084,
Vascular plants,fern,Lycopodiella inundata,Marsh Clubmoss,-,-,Yes,NBN map,EN,-,Yes,-,-,-,-,-,-,NBNSYS0000002001,431
Vascular plants,fern,Pilularia globulifera,Pillwort,-,-,Yes,NBN map,NT,-,Yes,-,-,-,-,-,-,NBNSYS0000002089,518
Vascular plants,fern,Polystichum lonchitis,Holly-fern,-,-,Yes,NBN map,VU,-,-,-,-,-,Yes,-,-,NBNSYS0000002077,2526
Vascular plants,fern,Thelypteris palustris,Marsh Fern,Yes,-,-,NBN map,-,-,-,-,-,Yes,Yes,-,-,NBNSYS0000002081,
Vascular plants,fern,Trichomanes speciosum,Killarney Fern,-,Yes,-,NBN map,-,"EPS 1,2,3",Yes,Yes,Yes,Yes,-,-,-,NBNSYS0000002028,
Vascular plants,fern,Woodsia alpina,Alpine Woodsia,Yes,Yes,-,NBN map,VU,WCA 1981,-,-,Yes,-,-,-,-,NBNSYS0000002062,
Vascular plants,fern,Woodsia ilvensis,Oblong Woodsia,Yes,Yes,-,NBN map,EN,WCA 1981,Yes,-,Yes,Yes,-,-,-,NHMSYS0000465076,634
